beta_0,beta_1,sigma,log_lik
-2.6011863,1.3254416,1.4072739,-6.7734547
-3.1143118,2.1738395,1.5291866,-7.5780261
-3.0335902,1.9682597,1.5078553,-6.3323103
-0.70428862,1.222936,1.3464573,-5.3355974
-1.3384476,0.86955421,1.4325664,-7.5906328
-9.1618123,3.5850496,3.2786549,-9.2040027
-9.0379734,3.377513,3.1178309,-9.0115873
3.5279534,-0.15061112,0.72043713,-7.0801536
2.9491047,0.06395937,3.0322773,-8.3096525
4.7365772,-0.3060435,2.9486374,-8.3939985
4.3931731,-0.43467425,1.7973281,-7.1058749
0.97547629,0.45579481,1.1396574,-5.5682051
1.6978032,0.62340594,0.9866958,-5.4259233
-0.22924942,1.0779491,0.61163839,-3.810019
1.9846928,0.42057464,0.79395584,-4.7051615
-3.8212333,1.9341894,1.1682166,-5.5097265
-3.6894418,1.9483515,1.4264237,-5.8521528
-1.1980589,1.2530323,1.2862958,-5.0480077
-2.0448289,1.5769034,1.4753672,-5.69054
-1.6181,1.7308319,1.4403184,-7.0669902
-1.038345,1.0012042,0.66107677,-5.8219235
-0.81444175,1.0824777,0.65562275,-3.549306
-2.576207,1.552232,1.0004498,-4.7990408
-3.0935857,1.941703,1.0818357,-5.6320463
0.57754458,0.71319328,1.1049434,-4.6869078
0.29822776,0.63858143,0.94501131,-5.3048022
-2.3058325,1.7613794,0.89352346,-5.6412522
-3.5479568,1.8557019,0.87555256,-5.0912635
-3.4110558,2.0872537,0.84317257,-6.7524022
-4.3972577,1.9781582,0.87356254,-6.5514515
-5.5507049,2.6919703,1.0025575,-8.1855708
-3.9759412,2.3532821,2.5733261,-8.1511897
-4.7420237,1.9502123,2.7324483,-8.2593653
-6.1224859,1.9439464,2.2474321,-9.8094525
-4.0348229,2.3349545,2.4445059,-7.9342223
-4.8030379,2.2807385,2.8460729,-8.1532704
-5.87341,1.8335271,2.4331891,-9.900647
-2.1816238,2.0464214,1.8469662,-8.4028423
-1.8185162,2.0381151,1.7539,-9.2639852
-2.1971468,2.0044258,1.7114693,-8.0750763
-2.0654317,1.8473373,1.6128934,-7.1274749
-1.2257676,1.7207055,1.7655913,-7.8647095
-3.5311745,1.8447325,1.6084312,-6.1555098
-5.7386628,2.4688884,1.1443545,-6.6836744
-5.3637986,2.236842,1.1155293,-6.9120912
-6.437516,2.9760844,1.5064526,-7.9621496
-8.4344164,3.0878496,1.1134066,-9.9532173
-6.0230785,2.4681973,2.3684038,-7.8035298
-3.4572461,2.0645963,1.5455402,-6.3906251
0.72878618,0.72078762,0.61905098,-3.6309152
0.35054605,0.86428408,0.86600787,-4.0001757
-1.82696,1.4919893,0.50775363,-4.2186031
-1.4785986,1.3525734,0.45881567,-3.7060721
-1.4785986,1.3525734,0.45881567,-3.7060721
-1.5320276,1.3305022,0.426005,-3.9135602
-1.5320276,1.3305022,0.426005,-3.9135602
-1.8192533,1.4509799,0.41570696,-4.4635846
-1.8192533,1.4509799,0.41570696,-4.4635846
-1.8192533,1.4509799,0.41570696,-4.4635846
-1.8192533,1.4509799,0.41570696,-4.4635846
-2.1050861,1.4563826,0.42694551,-4.9464955
-2.1050861,1.4563826,0.42694551,-4.9464955
-2.072234,1.4980947,0.44664034,-4.4273783
-2.1261861,1.5833394,0.48529111,-4.84439
-2.3494242,1.6307655,0.54755205,-4.541348
-1.6207626,1.1315478,1.0748664,-5.7677151
-1.0569195,1.490229,1.0945124,-6.1444934
1.3450125,0.46435151,1.0721223,-4.915645
1.0552753,0.51290472,1.3183028,-5.4540251
-1.9508983,1.321472,1.1486819,-5.1629955
-0.70154345,1.0215042,1.2516635,-5.0750347
-0.76154109,1.441261,1.1384295,-6.4930141
1.7215787,0.71377124,0.64361726,-8.7220735
1.4997978,0.70542672,1.8950183,-6.7688512
1.2015169,0.68780349,1.6190638,-6.0176016
-0.28889459,0.91560376,1.2989776,-5.1694072
-0.48177121,1.2165775,1.4022306,-5.648577
-0.11871523,1.1093169,1.0800373,-4.9930408
-0.017260692,0.74620773,0.58413012,-5.6668799
-0.88566281,1.2716012,0.65301808,-3.9758031
-0.51809599,1.2584937,0.62581554,-5.6456314
0.59218973,0.68781677,1.2785407,-5.1579863
0.19985918,0.93805725,1.1034499,-4.676852
-1.2013668,1.1944849,0.60608591,-3.550555
-1.4193285,1.3105695,0.72419867,-3.6009384
-0.97871171,1.1473096,0.52622609,-3.3810954
-0.97871171,1.1473096,0.52622609,-3.3810954
-0.68467712,1.1422062,0.81504346,-3.7437218
-0.15281262,0.93076379,1.3528911,-5.2149241
-0.37723848,1.1714713,1.5295551,-5.8440006
-3.224476,1.9436501,2.1101735,-7.0508693
0.49799253,0.67412999,2.1409524,-6.9343884
1.2538465,0.68995914,1.7915464,-6.3791199
0.36390225,0.76533901,0.73677926,-3.785545
-0.19887724,0.98254248,0.49803698,-3.1983429
-0.1291695,1.0788946,0.49722531,-4.7063027
-0.82809563,1.3413944,0.52360197,-6.5292766
-1.8709018,1.6010598,0.63082068,-5.3930534
-0.71566696,1.2264891,0.96584118,-4.4529084
-0.66109244,1.2312566,0.96159789,-4.5678606
-1.6685848,1.4782591,0.66475647,-4.1355025
-0.086756869,0.80562202,0.79140022,-4.4640643
-0.48471239,1.0819659,0.89586332,-3.9572904
-0.49419734,0.82460293,0.97234084,-5.6125142
4.1369794,-0.033839814,1.4242131,-6.8249325
3.607243,0.012393276,2.0046656,-7.0565939
3.5144358,0.078096708,1.1203436,-6.1520249
3.1050965,0.036144601,1.1637701,-5.6749895
2.3432179,-0.13329448,1.2665324,-8.1402907
2.3038557,-0.053539665,1.2251464,-7.3612844
0.20975136,0.4895707,0.81941175,-9.0797393
-3.9891182,1.4786888,2.8966618,-9.0113474
-3.0665162,1.4808748,2.6757079,-8.0628695
-7.5660442,2.9606055,1.9125836,-7.7562814
-2.9665477,1.7410958,1.4003253,-5.6036492
-5.024685,2.244625,1.8147236,-6.8547212
-4.0317659,2.0872666,1.8652654,-6.6976678
-3.6960214,2.0200773,1.2610729,-5.6770523
-3.272787,1.9250306,1.4940262,-5.9814741
-0.96968137,0.97305875,1.7734529,-6.5251171
-0.24623085,1.0691513,1.7076795,-6.065507
0.12649044,0.86333084,1.1860532,-4.7985228
-3.144258,1.7692462,0.85426501,-4.7370203
0.24064717,0.86166479,1.3134994,-5.1265258
0.78213458,0.65530749,1.421657,-5.4789456
0.70685609,0.79971545,0.80093089,-4.0990995
2.2865434,0.11669556,1.5698178,-6.3455768
-0.82395273,1.1899461,1.3434893,-5.1958083
-1.2184752,1.2922631,1.5596048,-5.7156162
1.0965628,0.82365935,1.424773,-6.0056542
0.45724766,0.90631867,0.8470572,-4.3494896
-2.6149193,1.5984664,0.83887924,-4.4363277
-2.7751538,1.7855437,1.1371648,-5.1997104
4.5185729,-0.14110172,1.4342165,-6.9948283
-1.6621187,1.4365655,0.55474007,-3.8147098
-1.393181,1.1477587,0.75829148,-4.7579618
-1.1889461,1.1054781,0.68411221,-4.5576638
0.57397738,1.1021365,1.6279958,-6.9641968
0.080292178,1.170479,0.62692974,-8.0046203
-1.5658651,1.6457259,2.0267151,-7.1895409
-1.3090692,1.7430543,1.7989114,-7.8689978
-2.4051997,1.3677639,1.9301075,-6.8629997
-0.90097604,1.4098889,1.7195834,-6.5281996
-0.78493683,1.4324416,1.7529198,-6.8153033
-1.5490149,1.4123086,1.5042366,-5.6471249
-0.99591762,1.1990757,1.2591256,-4.9646597
-2.4478697,1.6923812,1.5146871,-5.8408332
3.439537,0.085417051,2.1902211,-7.3125157
3.6759954,0.75436721,3.6308698,-10.362637
0.98398536,-0.44658557,2.9432496,-11.594664
1.4587939,-0.049697621,3.302371,-9.2953887
2.5939068,0.1214064,2.7556233,-7.9563355
-3.64366,2.0471969,1.0103226,-5.5681156
0.93428615,0.74957368,1.2883981,-5.2615775
2.2428952,0.50891363,1.2791065,-6.0983257
4.8737135,-0.61588953,1.4216777,-7.2714268
-2.9540156,1.9094378,0.73769863,-5.9616557
-4.0252316,2.104195,1.069412,-5.6020994
-5.3085052,2.2842757,1.3768687,-6.551374
-2.5806486,2.1474055,1.597823,-8.5547689
-2.7846735,2.0327505,1.5573099,-7.1194169
-7.5194089,2.6344698,1.9744194,-8.5759949
-6.7768615,2.7559041,1.9908336,-7.5381924
-8.2754638,3.3301801,1.8173267,-8.145481
-8.3241667,3.352553,1.8147504,-8.1871684
-4.0555995,2.0891157,1.4427555,-6.0266645
-5.0620529,2.3735771,0.86552586,-6.6434355
-5.1625818,2.1843995,0.87084666,-7.4401063
-4.8585898,2.3389589,0.90206482,-6.4041674
-2.649884,1.6183603,0.70956827,-4.3385608
-2.0802968,1.5790764,0.69170521,-4.2416884
-2.0401932,1.4789874,0.70623526,-3.854477
-0.020183712,0.90045461,1.1807953,-4.7755376
1.6456621,0.54918026,0.86388676,-4.6769271
0.0044252222,0.76872955,1.1107176,-5.0490957
-1.6990239,1.4264264,1.6870584,-6.0235391
-2.7420423,1.5268554,1.1102312,-5.3902109
-2.4757056,1.447715,0.67250183,-5.4834748
-2.5473411,1.5568369,0.6567889,-4.4644945
-1.2041246,1.2680599,0.81423177,-3.7744013
-2.1411477,1.5194452,0.85736485,-4.1691343
-1.3925152,1.5032867,0.8190321,-5.2949939
0.48740024,0.92560904,0.823909,-4.5759138
-0.18825055,1.0074487,0.85645076,-3.8752498
-0.5044143,1.0402669,0.68683184,-3.3864119
-1.701197,1.3068512,1.1143364,-4.8079471
-1.289856,1.42267,1.1016379,-5.0120145
-2.1741614,1.6425358,1.0067101,-4.8888183
-0.85677216,1.1053374,1.3337959,-5.1882193
0.33868435,0.93508186,1.2401883,-5.1332915
-0.29606768,0.88555479,1.1289703,-4.8823808
0.25281753,0.87490662,1.2451565,-4.9619231
-5.0242814,2.4708385,1.112637,-6.7199117
3.7537157,0.012310728,0.88760425,-6.667384
-0.18263722,0.96502915,1.8645406,-6.3332201
-2.3414416,1.32657,1.1532779,-5.9928944
-2.0041147,1.3654922,1.1102965,-4.9577496
0.97189045,0.69720475,1.5176498,-5.7038238
3.1557727,0.003907249,0.65074755,-6.5888258
3.2694673,-0.01792027,0.64741096,-6.7622783
3.5820085,0.035502261,0.64462626,-7.8375771
2.8942215,0.20909085,0.79188675,-5.7431285
3.8078278,-0.18775838,0.90953126,-6.3308702
3.2630576,0.05036699,0.97565281,-5.6663453
3.2997196,-0.035675334,1.2538334,-5.8956574
-0.14617327,0.98829263,0.85677421,-3.8649453
-0.33945718,0.90981379,0.87480822,-4.2487558
-0.27391118,0.89903139,0.64059281,-3.8769897
-1.1886203,1.2776664,0.87074002,-3.94444
1.5078047,0.69696782,0.97915671,-5.5400398
1.8747012,0.51449801,1.3911567,-5.7296755
0.78574227,0.67473282,1.4972893,-5.628418
-0.063711949,0.89324725,1.722062,-6.065065
-0.17671113,0.68791153,1.9068525,-6.9708027
2.2116549,0.4725161,0.74252982,-5.9803649
-2.3470461,1.6447418,0.77827925,-4.3777384
-0.68867232,1.1455486,0.86584868,-3.889756
-0.55204131,1.1309485,0.90531902,-4.0617885
1.8067059,0.41584515,1.1403842,-5.0478056
2.4674751,0.15877866,0.49062296,-7.594004
1.7523356,0.32902216,0.50697594,-6.3639073
1.7523356,0.32902216,0.50697594,-6.3639073
1.6175789,0.44116577,0.49508105,-5.1446713
1.9002436,0.42179078,0.49218743,-5.6027733
-2.6514153,1.7271376,0.55391352,-5.0434208
-2.7277425,1.6691889,0.57149,-4.5956555
0.66945381,0.87914108,1.4104943,-5.6554884
-2.3083426,1.740192,1.5181876,-6.0901004
-10.15819,3.5878041,1.3975974,-10.144398
-12.157968,4.2079992,2.7167386,-9.5503246
-15.481515,5.516989,3.8689234,-10.77971
-13.912706,4.8059873,5.9145772,-11.304487
-15.034625,5.3305805,4.4266289,-10.80274
-3.0880732,1.5352646,1.7058617,-6.7052861
-3.2385439,1.5220099,1.7107804,-6.9854205
-5.9602191,2.2935249,1.8128398,-7.6476569
-5.1889901,2.4509529,1.3238876,-6.4777149
-5.0027352,2.4291217,1.4306642,-6.5501005
-3.2706757,2.1225629,1.5364689,-6.9098932
5.4834196,-0.36053036,1.3451957,-7.828539
-0.012541241,0.81889069,1.088545,-4.7550953
-1.3078706,1.3990831,0.77788595,-4.2666304
-0.20436528,0.79905436,1.034534,-5.1052601
-0.30474806,1.2078369,0.7470254,-5.3589212
-0.26207325,0.92335808,0.5685055,-3.5709059
0.63154033,0.81051511,0.56246753,-3.8718892
0.63154033,0.81051511,0.56246753,-3.8718892
0.75375331,0.65203302,0.5844756,-3.9430639
-0.18284176,0.91100963,0.65997222,-3.5506848
0.34150274,0.77382775,0.55287607,-3.6358886
0.75103367,0.76174897,0.51113749,-3.9611769
0.40181211,0.83263142,0.56981705,-3.4527294
1.1984496,0.68789305,0.63934818,-4.5330002
1.0921414,0.55747576,0.56059332,-4.309918
0.80053097,0.64023684,0.52760101,-4.1135583
0.35477119,0.87626819,0.55284634,-3.6123677
0.8559591,0.63622941,0.55184553,-3.9792395
-0.43866038,0.95384547,0.59742303,-3.7520125
-0.21338806,1.0185,0.57735773,-3.2986419
-0.82567963,1.0259319,1.6267411,-5.9823691
-1.1710505,0.96248875,1.4970768,-6.4504165
3.1427676,0.30418767,1.6036869,-6.8875958
3.5900907,-0.37155306,1.5458573,-7.3466415
4.4681106,0.10974191,1.7326069,-8.323162
-0.43481736,1.0104994,1.4303487,-5.3944907
0.13293399,0.9407134,0.64850956,-3.5618582
-0.8133889,1.1809639,0.68854796,-3.4478228
-1.5999171,1.4110372,0.58329017,-3.6716003
-0.76093523,1.1034175,0.48022188,-3.2839675
-0.79953054,1.1249106,0.65624868,-3.3275443
-1.4178991,1.3126186,0.75628395,-3.6727695
-0.44257549,1.1726112,0.89087381,-4.445953
-0.39141849,1.2736764,0.63954328,-6.9203148
-2.0788772,1.5136322,0.6554998,-3.8576589
-2.6310414,1.6213849,1.8145543,-6.3644274
0.86717602,0.72422619,1.2617832,-5.1048167
-3.1933366,1.7713357,0.85373438,-4.7894322
-3.240362,1.8085457,0.84324563,-4.7899141
-2.4300876,1.5692626,1.0278985,-4.6597183
0.44399253,0.66806223,1.2129836,-5.1936966
-0.049640943,0.92717204,1.3536623,-5.2070919
-0.19924242,1.026165,1.4460771,-5.4537461
-3.2468542,1.8002196,0.61287492,-5.1395708
0.99434697,0.61182116,0.67763549,-3.9175628
0.90176276,0.72678469,0.71370527,-3.9599859
1.9125994,0.37247285,0.55801153,-5.0774419
1.797946,0.40444916,0.74227045,-4.4961093
2.0821498,0.46905272,0.75497645,-5.3360616
-3.8514804,1.7739627,1.703207,-6.7417339
-5.2820764,2.1218445,1.4269227,-7.2423516
-0.55062246,1.2877402,0.91374106,-5.3680757
-1.3989317,1.2969638,0.55693957,-3.3870175
0.73959302,0.70934025,0.65320555,-3.6669142
0.73959302,0.70934025,0.65320555,-3.6669142
0.95069203,0.75396774,0.64802296,-4.307984
0.78475612,0.61092005,0.64746047,-4.2361168
0.98128904,0.55890234,0.53225978,-4.7144193
-2.250431,1.4813084,0.81232436,-4.2662537
-1.7023558,1.2785015,1.1032518,-4.8979458
-1.5868724,1.4303463,0.53053271,-3.9793355
-0.92963547,1.0702169,0.55713313,-4.1351563
-0.12330665,1.0271283,0.78495706,-3.8499802
-0.40594861,1.0192741,0.81174995,-3.7042396
-0.21501419,0.9598828,0.61494942,-3.2733084
-0.58756411,1.1281033,0.86226761,-3.9043516
-4.373863,2.229122,1.395453,-6.1785512
-4.8716569,2.3379433,1.3930025,-6.3148863
-1.4702134,1.3489112,0.53247925,-3.4802329
-1.7839074,1.3621802,1.0244268,-4.5135669
-0.49204734,1.4911654,1.0838355,-8.5046386
-0.7531537,1.3288356,1.1515663,-5.4220684
-0.1754685,0.93190971,0.67414098,-3.4451042
-1.33149,1.2953666,0.78530935,-3.7215545
-1.2493469,1.2509273,0.6099545,-3.3557616
1.5819007,0.59466859,0.82921309,-4.7998619
1.9495891,0.52099443,0.83476034,-5.2779288
-1.4207531,1.3597182,0.59531632,-3.5566318
-2.11395,1.6130261,1.0458961,-4.867705
-2.4119672,1.6672906,0.96519656,-4.687822
-3.9639336,1.9792623,0.69710227,-5.8076767
-3.8712802,1.9816268,0.69432756,-5.6390923
1.6327888,0.46752146,0.62723498,-4.4092336
-1.7788051,1.4269258,0.98582036,-4.3579656
-2.0747658,1.3976504,1.0073169,-4.7103267
-2.958877,1.8249786,1.1291509,-5.2100725
-2.8514569,1.7966597,0.74788196,-4.8243666
-0.58383431,1.0405692,0.85635065,-3.8828425
1.5450988,0.37445148,1.2157073,-5.3833459
2.0103152,0.33318334,0.9949754,-4.8980731
-0.15927162,0.63066021,1.4789853,-6.801132
0.28351827,0.53077045,1.4120667,-6.6145242
0.16924625,0.50849596,1.4239868,-7.0680368
0.56493466,0.9895812,0.91881173,-5.6174117
0.48500384,0.60181591,1.4652339,-5.9248298
0.91108509,0.5900371,1.482882,-5.677367
0.8993367,0.4435482,1.5208254,-6.2678372
-0.74377796,0.96340889,1.0656316,-5.0208409
-0.59733785,1.2388037,0.70766867,-4.5788197
-1.0966302,1.0896809,0.62592708,-4.4701604
-2.7066504,1.921032,2.5263453,-7.7991318
-2.7198683,1.4650115,2.4894576,-7.6605053
-1.0115,1.3518848,0.77872032,-4.5899847
-5.0884072,2.0586527,1.3476445,-7.247565
-3.7237056,2.1222865,1.2525001,-6.0680292
-1.7219357,1.255967,1.0933528,-5.0286867
-1.7212474,1.2486107,1.0927873,-5.0708422
1.6204944,0.60313372,0.64778696,-5.3134104
3.4065084,0.043198686,1.0976155,-5.8440722
3.789589,0.13041672,1.1129241,-7.2989436
1.0848717,0.45817954,1.5546499,-6.067226
0.23582357,0.83483774,0.66147583,-3.4688636
-0.19984167,1.0855448,0.92912741,-4.3859662
-2.4799821,1.313338,1.0497227,-6.6458705
-1.9471331,1.4418933,0.94639306,-4.3064222
-2.9526396,1.8077978,0.8377765,-4.777456
0.24510013,0.82214768,1.4456696,-5.4603258
2.0048421,0.29083507,1.3995637,-5.7132726
2.6066165,0.20382963,1.9244048,-6.7067701
1.7844637,0.19187718,1.5212541,-6.4523545
3.8046344,0.042343434,1.1382201,-6.5814959
-1.0799524,0.97967538,0.79213246,-5.9886958
-1.2191756,1.0082552,0.7934612,-6.2003829
-0.81636334,1.2583885,0.67023067,-4.0397707
-0.44385766,0.98978757,0.78447533,-3.7406591
-1.6196334,1.4062369,0.78314125,-3.861864
-0.097629465,1.0598479,0.76410242,-4.1202434
-0.18074353,1.1714146,0.67051185,-5.5773467
0.59307682,0.85622663,0.82750499,-4.2644049
0.94118373,0.74643931,0.62169799,-4.2238432
0.69458542,0.71274424,0.6512093,-3.6543783
-0.33220963,0.92550385,0.95005615,-4.3147229
-2.5644601,1.5789563,0.85049197,-4.4414626
0.15763406,0.85638398,0.68058062,-3.4783412
-0.13593668,0.77683234,0.90724849,-5.0124563
0.090179494,0.94474044,0.90496821,-4.0766489
-0.73058661,1.1168354,0.69638849,-3.3956117
-1.510371,1.2867377,0.85209225,-4.0260378
-1.4599547,1.3315202,0.83809063,-3.8894412
1.2079485,0.55081522,0.78494564,-4.1658244
1.6531258,0.45489018,0.6716983,-4.3773903
0.82005963,0.51345329,0.67917564,-5.5777955
-0.5315211,1.1699461,0.83154159,-4.1241589
-1.5496906,1.4925774,1.0017358,-4.8643768
-1.8399526,1.4246776,0.81429276,-3.9517868
-2.8400082,1.7888445,0.91741547,-4.8357312
-2.894688,1.522561,0.92577503,-5.7791965
-2.4250037,1.6903213,0.91766683,-4.7208493
-0.62802282,1.2520752,0.83060187,-4.6481557
-0.33257671,0.91827684,0.75812071,-3.9524395
0.42842484,0.99972084,0.68573342,-5.5901002
-1.0602673,1.0177148,0.71440017,-5.3817312
1.491251,0.26118048,0.71069055,-7.3721664
2.549795,0.39074485,0.74818847,-6.4667407
1.1511884,0.38545559,0.85053377,-5.8851099
-1.8883238,1.4055531,0.53644263,-3.8691805
-0.91168084,1.2844306,0.54734386,-4.2283305
-0.7288614,1.1456762,0.64363993,-3.3088957
0.0088267228,0.85781987,0.82141485,-3.9085246
-1.0738146,1.1565213,0.83506137,-3.9349299
-1.2114943,1.3990268,1.0966589,-4.9806418
-1.5042013,1.2284232,1.1000066,-4.8369082
-1.2754734,1.187481,0.60443415,-3.8488607
-0.82420895,1.1436839,0.8599223,-3.8431318
0.11829089,0.90277424,1.0638139,-4.4598788
-0.034518658,0.92405816,1.0089833,-4.2886506
0.91263636,0.5834438,1.1516236,-4.9664906
0.55106325,0.68038112,1.1380577,-4.8756695
0.082459434,0.86561408,1.2224932,-4.8997191
-0.78121659,1.1048837,1.1994665,-4.8157545
0.27132294,0.8911239,1.3706924,-5.2947594
-0.95221696,1.160612,1.8677615,-6.3444814
0.20813171,0.46702372,1.1905804,-7.6265504
2.4835704,0.64815012,1.3313479,-8.0078656
1.5907177,0.57647951,1.3431937,-5.5283109
1.3208298,0.23526576,1.3031963,-6.8237274
0.91039059,0.5470293,1.5051887,-5.8240812
-1.4716639,1.2923346,0.61376185,-3.5204338
-3.0095818,1.6371055,0.96366762,-5.1194327
1.0812306,0.53496706,1.0051255,-4.7089412
-0.24243789,1.0363966,0.98467564,-4.2597099
-0.50209992,1.0807482,0.81361042,-3.7144602
-2.3087788,1.5575031,1.2576555,-5.1419756
-1.8385329,1.3861275,0.69471024,-3.8158746
-5.6187858,2.5517312,1.2523437,-6.661637
-1.0061408,1.1622846,1.5321587,-5.6452333
0.016720861,0.93978796,0.57908491,-3.2896504
0.47134628,0.95566391,0.56105236,-5.5809761
0.59275118,0.72478467,0.7604694,-3.8195471
-4.3840989,2.1520774,1.298428,-5.9216965
1.0691258,0.60947502,0.58134149,-3.9406244
-1.7987366,1.396788,1.0200937,-4.4542941
1.8500013,0.38520353,1.2069076,-5.2102525
1.5055328,0.45201873,0.56379207,-4.6877717
1.7507119,0.36394366,0.59295946,-5.0667818
-1.0311701,1.0935032,1.0600256,-4.7128016
-0.81250435,1.0049172,0.81270351,-4.4639967
-1.9091271,1.2520609,0.72314403,-5.6379497
-2.2681023,1.4934085,0.93259493,-4.4587954
-2.0594977,1.5758965,0.9563463,-4.5697823
0.52648946,0.65056671,0.73166839,-4.4428587
-0.58771667,0.84614179,1.0394637,-5.6692673
-1.0906458,0.79250962,1.1068909,-8.3606285
-3.1119601,1.2581499,2.8199098,-8.8297206
-0.82812047,1.2521907,2.7362565,-7.8132951
-1.8796095,1.4360522,1.5528726,-5.7422648
-3.2532885,1.8465115,0.82470669,-4.8253763
-1.1635368,1.3090253,0.95443356,-4.2710303
-2.2320739,1.4500984,0.91977833,-4.5563751
-3.1167714,1.7701242,0.74977815,-4.6847081
-2.4333033,1.8561484,0.81259979,-6.9074845
-1.5107992,1.2406854,0.51483405,-4.3821875
-0.55339393,0.95707371,1.300858,-5.2650591
0.78586993,0.8924386,1.1927543,-5.5074895
-2.0080751,1.748824,1.1965574,-6.2593922
1.6275326,0.35782706,1.5610718,-6.0180537
1.0661676,0.67327721,0.81142387,-4.1472733
1.3934358,0.52002444,1.0413842,-4.7003536
2.7872283,0.097670025,1.0067745,-5.4088494
0.70778207,0.80692439,0.77835314,-4.1089395
-0.27184246,1.0594449,1.1056986,-4.6222374
-0.62562663,1.0144295,1.1784941,-4.8534712
-0.9078198,1.0981833,0.98943123,-4.3604959
0.40282393,0.71263722,0.75506553,-4.1222769
1.2747086,0.46473576,0.6304163,-4.7819757
1.7024458,0.39050493,0.88596089,-4.6632965
-2.8085873,1.8061834,1.3426832,-5.6209243
-1.406816,1.4363248,1.1044987,-4.9285226
-2.5229631,1.4971394,1.2340796,-5.3720845
-0.93967595,1.0254059,0.94592501,-4.777575
-0.045977591,0.96923168,1.2374877,-4.9291281
-0.054357061,0.7800588,0.99960953,-4.8830157
0.57176094,0.90670148,1.0354925,-4.9200123
0.70155706,0.9204222,1.0279825,-5.3261881
-1.0893918,1.0963706,1.0470268,-4.7607429
-2.1545457,1.7250043,0.95761701,-5.6104704
-3.8533188,1.947914,0.91157778,-5.3102864
-3.5007174,1.9944207,0.71146603,-5.7228131
-1.5054098,1.39053,1.1058903,-4.6733116
-0.81117718,1.1732235,0.78633047,-3.6655663
-0.140561,0.99938951,0.77023031,-3.6656871
-1.1455051,1.3010829,0.59160034,-3.5766538
0.75832317,0.89506798,0.98236771,-5.2109135
1.1158346,0.63363655,0.95446166,-4.4073379
3.3794022,-0.076520678,1.3283835,-6.0503981
3.6326629,0.022408247,1.4367186,-6.3384719
2.7736598,0.016532807,0.98840971,-5.8336059
2.574624,0.074300557,0.98650895,-5.6833212
3.0842789,0.1276647,1.002841,-5.5900398
4.1588442,-0.34672989,1.0585614,-6.6878821
3.9279831,-0.19966361,1.2550615,-6.2078381
10.301813,-1.9083495,2.8057924,-9.3335127
11.991867,-2.2230922,2.4183378,-10.026192
3.9022002,-0.45225831,1.8482492,-7.5356266
3.7396361,-0.45755759,1.8704648,-7.7462734
4.8750832,-0.30292598,1.9364499,-7.3205281
4.6021449,-0.37263178,1.5539376,-6.7507611
5.3118789,-0.54200335,1.4532635,-7.021297
6.4495559,-0.60230644,1.1262796,-9.5744525
-1.6904041,1.117223,1.1181178,-6.1421464
-2.553821,1.6694679,1.6428371,-6.0360417
1.9147286,0.3667614,0.79255971,-4.6100785
1.8671907,0.35298478,0.80329577,-4.6694823
-2.5981151,1.665627,0.80474204,-4.3489049
-1.2673593,1.2706612,0.64079013,-3.3899524
-0.15724954,0.92606106,0.87491611,-3.944629
-3.9514085,1.7137852,1.0428299,-7.4185721
-7.9346722,3.2775211,2.8194168,-8.6627137
-7.4117424,3.4177688,2.4018641,-8.9976885
-2.3655611,1.2142658,1.3838399,-7.1277669
-0.44549486,1.3806898,1.2389548,-6.7491539
-1.1044186,0.87270366,1.3324023,-6.9285572
-0.82718872,0.99756943,1.3506384,-5.5103252
-0.15880857,0.72671448,1.213915,-5.821383
0.20897476,0.89133971,0.86746666,-3.9483065
-0.45251172,1.1737444,0.87677936,-4.4085131
-1.1557999,1.1496074,0.86741246,-4.1769439
-1.5115267,1.2395511,0.58244385,-4.1602617
0.26496032,0.67847121,0.60209266,-5.4048503
0.25734555,0.66645832,0.58862654,-5.8504827
0.31230619,1.0281995,1.1092797,-5.3549553
-1.8291446,1.3531383,0.70950566,-4.0023738
0.90050402,0.67176043,0.70901984,-3.8191384
-0.79343473,1.1612334,0.56044559,-3.2017533
1.4990243,0.72640442,1.1766686,-5.8722134
-0.26316286,0.98491457,0.57829502,-3.1927584
0.98277617,0.77433735,0.76184658,-4.5887898
0.79096038,0.5761183,0.73539542,-4.5782791
2.8894924,0.18680876,1.4201542,-5.9689257
2.4147301,0.43005177,1.4961092,-6.248173
-0.17988339,0.45538408,2.1019704,-8.2982585
1.5209094,0.58506992,2.0892033,-6.883763
1.8006169,0.28399973,1.1164651,-5.4125431
0.11312283,1.0139769,0.83927277,-4.3676125
0.25319904,1.068772,0.84383677,-5.5188104
0.55372591,0.895002,0.6331906,-4.5143311
0.21980714,0.76548124,0.65839339,-3.9702317
-2.5391691,1.4901199,1.5574846,-6.0171
-2.3236959,1.8116631,1.5994173,-6.514387
-6.4530756,2.838527,2.0207513,-7.5914919
-8.3125491,3.3886506,1.8541426,-8.2718758
-14.032955,5.0261488,2.0607938,-11.259545
3.2448873,-0.58465081,2.0388382,-9.2920384
3.8340322,-0.48848167,2.163199,-7.9688822
3.4228162,0.23104297,1.9872261,-7.3490796
5.5557429,-0.95346602,2.3176061,-8.3903249
5.960316,-0.59757057,1.9311058,-7.6596491
6.3370737,-1.0335257,2.0838388,-8.0733219
7.2381044,-0.89989321,2.0626564,-8.2578851
7.678464,-0.84434065,2.1495004,-8.9292224
-5.0126314,2.0749277,0.98034466,-7.5474405
